ROASTER,ROAST,LOC_COUNTRY,ORIGIN,100G_USD,RATING
Monarch Coffee,Medium-Light,Hawai'i,Hawai'I,36.11,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Hawai'I,35.27,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Hawai'I,22.05,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Honduras,10.58,0.6923076923076923
Monarch Coffee,Medium-Light,Hawai'i,Hawai'I,37.04,0.6153846153846154
Monarch Coffee,Medium-Light,Hawai'i,Hawai'I,11.46,0.5384615384615384
Paradise Roasters,Medium,United States,Hawai'I,17.64,0.6153846153846154
Ba Yang Coffee,Medium-Light,Taiwan,Ethiopia,2.26,0.6153846153846154
Paradise Roasters,Light,United States,Colombia,14.11,0.9230769230769231
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.96,0.8461538461538461
SkyTop Coffee,Medium-Light,United States,Ethiopia,5.88,0.7692307692307693
Jaunt Coffee Roasters,Light,United States,Ethiopia,7.64,0.7692307692307693
Magnolia Coffee,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
SkyTop Coffee,Medium-Light,United States,Ethiopia,5.88,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.1,0.7692307692307693
Min Enjoy Cafe,Light,Taiwan,Honduras,8.21,0.6923076923076923
Vennel Coffee,Medium-Light,Taiwan,Kenya,10.57,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,0.8461538461538461
GK Coffee,Medium,Taiwan,Panama,25.6,0.8461538461538461
Hula Daddy Kona Coffee,Medium,Hawai'i,Hawai'I,29.08,0.8461538461538461
Simon Hsieh Aroma Roast Coffees,Medium-Dark,Taiwan,Ecuador,115.2,0.8461538461538461
Paradise Roasters,Medium-Dark,United States,Indonesia,8.82,0.7692307692307693
Rusty's Hawaiian,Medium,Hawai'i,Hawai'I,10.05,0.7692307692307693
Chaos Coffee Company,Medium-Dark,United States,Indonesia,4.26,0.6923076923076923
Green Stone Coffee,Medium-Dark,Taiwan,Kenya,6.98,0.6923076923076923
Peet's Coffee,Medium-Dark,United States,Kenya,3.96,0.6153846153846154
Starbucks Coffee,Dark,United States,Indonesia,3.82,0.46153846153846156
Kakalove Cafe,Medium-Light,Taiwan,Taiwan,11.33,0.7692307692307693
Merge Coffee Company,Medium-Light,United States,Ethiopia,5.29,0.7692307692307693
Jaunt Coffee Roasters,Light,United States,Ethiopia,7.64,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
Jaunt Coffee Roasters,Light,United States,Colombia,7.64,0.7692307692307693
Nostalgia Coffee Roasters,Medium,United States,Mexico,5.29,0.6153846153846154
RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,5.86,0.6923076923076923
RamsHead Coffee Roasters,Medium-Light,United States,Guatemala,4.98,0.6153846153846154
Roadmap Coffeeworks,Medium-Light,Kenya,Kenya,6.91,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Burundi,6.47,0.6153846153846154
Paradise Roasters,Medium-Light,United States,Ecuador,123.46,0.9230769230769231
JBC Coffee Roasters,Medium-Light,United States,Indonesia,7.05,0.7692307692307693
GK Coffee,Medium,Taiwan,Kenya,8.8,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.58,0.6923076923076923
Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,5.88,0.6923076923076923
Ramshead Coffee Roasters,Medium-Light,United States,Ethiopia,5.73,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,0.7692307692307693
Paradise Roasters,Light,United States,Colombia,14.11,0.7692307692307693
Cozy House Coffee,Medium-Light,Taiwan,Ethiopia,4.93,0.7692307692307693
Cozy House Coffee,Medium-Light,Taiwan,Ethiopia,4.93,0.6923076923076923
Cozy House Coffee,Medium-Light,Taiwan,Costa Rica,5.64,0.7692307692307693
Cozy House Coffee,Medium-Light,Taiwan,Ethiopia,4.93,0.7692307692307693
Cozy House Coffee,Medium-Light,Taiwan,Guatemala,4.93,0.6923076923076923
Yellow Brick Coffee,Medium-Light,United States,Guatemala,5.29,0.6923076923076923
Coffee by Design,Medium-Light,United States,Costa Rica,6.76,0.7692307692307693
Coffee by Design,Medium-Light,United States,Kenya,4.85,0.6923076923076923
Coffee by Design,Medium-Light,United States,Honduras,5.44,0.6923076923076923
Coffee by Design,Medium-Light,United States,Rwanda,6.76,0.6153846153846154
VERYTIME,Medium-Light,Taiwan,Ethiopia,5.66,0.7692307692307693
Peach Coffee Roasters,Medium-Light,United States,Brazil,8.23,0.6923076923076923
Spix's Cafe,Medium-Light,Taiwan,Brazil,4.81,0.6923076923076923
Cafe Red Bean Shop,Medium-Light,Taiwan,Costa Rica,7.75,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Colombia,8.82,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Colombia,11.17,0.7692307692307693
modcup coffee,Medium-Light,United States,Colombia,5.88,0.6923076923076923
1980 CAFE,Medium-Light,Taiwan,Ethiopia,6.34,0.6153846153846154
1980 CAFE,Medium-Light,Taiwan,Ethiopia,6.34,0.46153846153846156
Hub Coffee Roasters,Medium-Light,United States,Colombia,5.73,0.6153846153846154
Hub Coffee Roasters,Medium-Light,United States,Colombia,5.29,0.46153846153846156
Peach Coffee Roasters,Medium-Light,United States,Nicaragua,5.29,0.6923076923076923
Peach Coffee Roasters,Medium-Light,United States,Colombia,5.88,0.6923076923076923
Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,19.84,0.7692307692307693
Atom Coffee Roasters,Medium-Light,Taiwan,Kenya,6.55,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.66,0.9230769230769231
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.76,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,0.8461538461538461
Rusty Dog Coffee,Medium-Light,United States,Ethiopia,5.22,0.6923076923076923
Modern Times Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
modcup coffee,Medium-Light,United States,Ethiopia,11.02,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Colombia,8.82,0.7692307692307693
PT's Coffee Roasting Co.,Medium-Light,United States,Colombia,7.35,0.7692307692307693
GK Coffee,Medium-Light,Taiwan,Colombia,16.0,0.7692307692307693
Barrington Coffee Roasting,Medium-Light,United States,Ethiopia,5.42,0.8461538461538461
Felala Coffee Lab,Medium-Light,Taiwan,Ethiopia,5.1,0.8461538461538461
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,0.8461538461538461
modcup coffee,Medium-Light,United States,Colombia,7.94,0.8461538461538461
PT's Coffee Roasting Co.,Medium-Light,United States,Panama,28.66,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,0.8461538461538461
Merge Coffee Company,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
Merge Coffee Company,Medium-Light,United States,Costa Rica,5.58,0.6923076923076923
Roadmap CoffeeWorks,Medium-Light,United States,Costa Rica,6.76,0.7692307692307693
Roadmap CoffeeWorks,Medium-Light,United States,Ethiopia,5.73,0.6153846153846154
Mostra Coffee,Medium-Light,United States,Colombia,15.71,0.8461538461538461
Buon Caffe,Medium-Light,Taiwan,Kenya,4.94,0.7692307692307693
Mostra Coffee,Medium-Light,United States,Philippines,15.58,0.6923076923076923
Buon Caffe,Medium-Light,Taiwan,Costa Rica,11.17,0.6923076923076923
Buon Caffe,Medium-Light,Taiwan,Ethiopia,4.94,0.6153846153846154
Jackrabbit Java,Medium-Light,United States,Mexico,4.12,0.5384615384615384
Jaunt Coffee Roasters,Medium-Light,United States,Kenya,6.76,0.6923076923076923
The Reverse Orangutan,Light,United States,Ethiopia,6.47,0.6923076923076923
Espresso Republic,Medium-Light,United States,Ethiopia,4.69,0.6923076923076923
Branch Street Coffee Roasters,Medium-Light,United States,Colombia,5.86,0.6923076923076923
PT's Coffee Roasting Co.,Medium-Light,United States,Panama,13.23,0.8461538461538461
GK Coffee,Light,Taiwan,Panama,3.39,0.8461538461538461
Difference Coffee,Medium-Light,England,Panama,111.11,0.7692307692307693
GK Coffee,Medium-Light,Taiwan,Costa Rica,9.6,0.7692307692307693
GK Coffee,Medium-Light,Taiwan,Costa Rica,9.6,0.6923076923076923
Regent Coffee,Medium-Light,United States,Burundi,6.17,0.7692307692307693
Jaunt Coffee Roasters,Medium-Light,United States,Colombia,7.64,0.6923076923076923
Jaunt Coffee Roasters,Medium-Light,United States,Burundi,5.88,0.6153846153846154
Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,14.08,0.7692307692307693
Cafe Fugu Roasters,Medium-Light,Taiwan,Costa Rica,10.08,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Taiwan,15.58,0.7692307692307693
Trident Coffee,Medium,United States,Peru,5.28,0.6153846153846154
Trident Coffee,Medium-Light,United States,Brazil,5.28,0.46153846153846156
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
Paradise Roasters,Light,United States,Colombia,11.17,0.7692307692307693
1980 CAFE,Light,Taiwan,Ethiopia,6.34,0.6923076923076923
1980 CAFE,Medium-Light,Taiwan,Ethiopia,6.34,0.6923076923076923
RamsHead Coffee Roasters,Medium-Light,United States,Rwanda,5.14,0.6923076923076923
Moore Coffee,Medium-Light,United States,El Salvador,5.48,0.8461538461538461
Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,0.7692307692307693
St1 Cafe/Work Room,Light,Taiwan,Ethiopia,8.0,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Indonesia,6.17,0.7692307692307693
Coffee By Design,Light,United States,Indonesia,4.74,0.7692307692307693
Coffee By Design,Medium-Light,United States,Colombia,4.08,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.8461538461538461
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,44.09,0.8461538461538461
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,44.09,0.7692307692307693
Desolate Café,Light,Taiwan,Ethiopia,8.46,0.6153846153846154
Quartet Kaffe,Medium-Light,Taiwan,Panama,2.36,0.8461538461538461
CafeTaster,Medium-Light,Taiwan,Peru,7.05,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.0,0.6923076923076923
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,0.9230769230769231
RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.14,0.6923076923076923
Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.47,0.8461538461538461
Jaunt Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,0.6923076923076923
Roadmap CoffeeWorks,Medium-Light,United States,Colombia,8.38,0.8461538461538461
Buon Caffe,Medium-Light,Taiwan,Indonesia,5.65,0.6923076923076923
Buon Caffe,Light,Taiwan,Ethiopia,6.07,0.6923076923076923
Per’la Specialty Roasters,Light,United States,Ethiopia,7.05,0.8461538461538461
Cup to Cup Coffee Roasters,Medium-Light,United States,Ethiopia,3.53,0.6923076923076923
Evie's Cafe,Medium-Light,Taiwan,Ethiopia,2.83,0.6923076923076923
Wonderstate Coffee,Medium-Light,United States,Mexico,5.58,0.6923076923076923
Water Street Coffee,Medium-Light,United States,Mexico,4.91,0.5384615384615384
Cafe Kreyol,Medium-Light,United States,Colombia,11.61,0.7692307692307693
Nostalgia Coffee Roasters,Light,United States,Colombia,35.27,0.8461538461538461
Kona View Coffee,Medium,Hawai'i,Hawai'I,10.14,0.6923076923076923
Bird Rock Coffee Roasters,Light,United States,Colombia,9.17,0.8461538461538461
Muka Coffee,Light,Taiwan,Ethiopia,4.4,0.6923076923076923
Yellow Brick Coffee,Medium-Light,United States,Ethiopia,5.88,0.7692307692307693
CafeTaster,Medium-Light,Taiwan,Kenya,8.46,0.8461538461538461
Dory Coffee Roasters,Light,Taiwan,Kenya,10.43,0.7692307692307693
Chousin Coffee Collection,Light,Taiwan,Ecuador,6.37,0.6923076923076923
Chousin Coffee Collection,Light,Taiwan,Kenya,7.08,0.6153846153846154
Big Island Coffee Roasters,Light,Hawai'i,Hawai'I,25.57,0.7692307692307693
Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,17.28,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.52,0.9230769230769231
Temple Coffee,Light,United States,Ethiopia,7.5,0.8461538461538461
Kakalove Cafe,Light,Taiwan,Ethiopia,8.5,0.8461538461538461
Kakalove Cafe,Light,Taiwan,Ethiopia,9.91,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.4,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Guatemala,4.96,0.7692307692307693
Temple Coffee,Medium-Light,United States,Guatemala,6.47,0.6923076923076923
Speckled Ax,Medium-Light,United States,Mexico,6.47,0.6923076923076923
Press Coffee,Medium-Light,United States,Peru,7.64,0.7692307692307693
Press Coffee,Medium-Light,United States,Colombia,5.58,0.6923076923076923
Taster's Coffee,Light,Taiwan,Ethiopia,7.33,0.6923076923076923
GK Coffee,Light,Taiwan,Ethiopia,8.8,0.8461538461538461
GK Coffee,Medium-Light,Taiwan,Ethiopia,8.8,0.7692307692307693
Roadmap CoffeeWorks,Medium-Light,United States,Kenya,6.45,0.7692307692307693
David's Nose,Medium-Light,Taiwan,Kenya,5.66,0.7692307692307693
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,21.14,0.9230769230769231
Mostra Coffee,Medium-Light,United States,Kenya,6.8,0.7692307692307693
Branch Street Coffee Roasters,Light,United States,Ethiopia,6.88,0.7692307692307693
Mostra Coffee,Medium-Light,United States,Kenya,6.8,0.7692307692307693
Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,0.8461538461538461
Golin Coffee Roasters,Light,Taiwan,Ethiopia,7.2,0.6153846153846154
Golin Coffee Roasters,Light,Taiwan,Ethiopia,8.0,0.6153846153846154
Golin Coffee Roasters,Light,Taiwan,Ethiopia,7.2,0.6923076923076923
Old World Coffee Lab,Medium-Light,United States,Colombia,7.35,0.6153846153846154
AKA Coffee Roasters,Medium-Light,Taiwan,Kenya,7.33,0.6923076923076923
Bassline Coffee,Light,United States,Ethiopia,7.41,0.6923076923076923
Blanchard's Coffee,Medium-Light,United States,Kenya,5.31,0.6923076923076923
ILSE Coffee Roasters,Medium-Light,United States,Kenya,6.91,0.6923076923076923
Rest Coffee Roasters,Light,New Taiwan,Costa Rica,9.46,0.6923076923076923
Swelter Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Sightseer Coffee,Medium,United States,Ethiopia,5.88,0.6153846153846154
Fumi Coffee Company,Light,Taiwan,Ethiopia,6.51,0.8461538461538461
Cozy House Coffee,Medium-Light,Taiwan,Kenya,7.05,0.8461538461538461
Magnolia Coffee,Medium-Light,United States,Ethiopia,6.47,0.8461538461538461
Bargain Cafe,Light,Taiwan,Ethiopia,3.89,0.6153846153846154
Rubasse Coffee Roaster,Light,Taiwan,Colombia,11.95,0.6153846153846154
Chiming Coffee,Medium-Light,Taiwan,Costa Rica,9.6,0.46153846153846156
Chiming Coffee,Medium-Light,Taiwan,Costa Rica,16.0,0.6923076923076923
JYL Cafe,Medium-Light,Taiwan,Colombia,8.32,0.8461538461538461
Balmy Day Coffee Office,Medium-Light,Taiwan,Costa Rica,9.04,0.6153846153846154
Dr. Young Cafe,Light,Taiwan,Colombia,9.91,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Taiwan,1.36,0.8461538461538461
El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.85,0.6153846153846154
El Gran Cafe,Medium,Guatemala,Guatemala,1.47,0.5384615384615384
El Gran Cafe,Medium-Light,Guatemala,Guatemala,1.47,0.5384615384615384
Euphora Coffee,Light,Taiwan,Ethiopia,8.82,0.8461538461538461
Euphora Coffee,Medium-Light,Taiwan,Guatemala,4.41,0.6923076923076923
VERYTIME,Light,Taiwan,Colombia,14.16,0.7692307692307693
San Francisco Bay Coffee Company,Medium-Light,United States,Hawai'I,13.52,0.8461538461538461
Durango Coffee Companuy,Medium-Light,United States,Costa Rica,5.57,0.7692307692307693
Amavida Coffee Roasters,Medium-Light,United States,Peru,8.82,0.6923076923076923
Chromatic Coffee,Medium-Light,United States,El Salvador,9.17,0.6153846153846154
GK Coffee,Medium-Light,Taiwan,El Salvador,8.8,0.6153846153846154
Small Eyes Cafe,Light,Taiwan,Panama,6.08,0.6153846153846154
Tico Coffee Roasters,Medium-Light,United States,Costa Rica,5.88,0.5384615384615384
Bird Rock Coffee Roasters,Light,United States,Colombia,8.11,0.7692307692307693
Samlin Coffee,Medium-Light,Taiwan,Ethiopia,7.04,0.6153846153846154
El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.7,0.6153846153846154
El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,0.6923076923076923
El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,0.6923076923076923
El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.7,0.6923076923076923
El Gran Cafe,Medium-Light,Guatemala,Guatemala,5.88,0.7692307692307693
